Address,Count,Zipcode,Type,Owner Occ?,Purchase Amt,Amount Mortgaged,% Borrowed,Mtg Tx Pd,Mansion Tax Pd,New Sales Tax Amount,Population,Median Age,Household Income,Per Capita Income,Median Gross Rent,Poverty Count,Poverty Rate
14118 CHERRY AVE 2F,1,11355,CND,1.0,580000.0,377000.0,65.0,6785.999999999999,0.0,25740.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 2H,1,11355,CND,1.0,283920.0,0.0,0.0,0.0,0.0,12600.3696,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 2J,1,11355,CND,1.0,568000.0,0.0,0.0,0.0,0.0,25207.84,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 3J,1,11355,CND,1.0,395460.0,0.0,0.0,0.0,0.0,17550.5148,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 3G,1,11355,CND,1.0,430950.0,0.0,0.0,0.0,0.0,19125.561,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 4H,1,11355,CND,1.0,304200.0,0.0,0.0,0.0,0.0,13500.396,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 4G,1,11355,CND,1.0,570000.0,370500.0,65.0,6668.999999999999,0.0,25296.6,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 4J,1,11355,CND,1.0,395460.0,0.0,0.0,0.0,0.0,17550.5148,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 5F,1,11355,CND,1.0,699000.0,419000.0,59.94277539341917,7541.999999999999,0.0,31021.620000000003,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 5E,1,11355,CND,1.0,485000.0,339500.0,70.0,6110.999999999999,0.0,21524.300000000003,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 6A,1,11355,CND,1.0,354900.0,0.0,0.0,0.0,0.0,15750.462,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 6E,1,11355,CND,1.0,390000.0,0.0,0.0,0.0,0.0,17308.2,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14118 CHERRY AVE 6H,1,11355,CND,1.0,490000.0,280000.0,57.14285714285714,5040.0,0.0,21746.2,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4528 UNION ST,1,11355,SFR,1.0,900000.0,360000.0,40.0,6479.999999999999,0.0,39942.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4535 UNION ST,1,11355,SFR,1.0,850000.0,425000.0,50.0,7649.999999999999,0.0,37723.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4523 ROBINSON ST,1,11355,SFR,1.0,625000.0,450000.0,72.0,8099.999999999999,0.0,27737.5,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4515 ROBINSON ST,1,11355,SFR,1.0,598888.0,350000.0,58.44164518240472,6299.999999999999,0.0,26578.64944,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4554 BURLING ST,1,11355,SFR,1.0,735000.0,400000.0,54.421768707483,7199.999999999999,0.0,32619.300000000003,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4519 SMART ST,1,11355,SFR,1.0,1358000.0,300000.0,22.091310751104565,5400.0,13580.0,60268.04,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4513 SMART ST,1,11355,SFR,1.0,830000.0,498000.0,60.0,8964.0,0.0,36835.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14641 HAWTHORNE AVE,1,11355,SFR,1.0,760000.0,0.0,0.0,0.0,0.0,33728.8,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14633 HOLLY AVE,1,11355,SFR,1.0,1660000.0,975000.0,58.73493975903615,19012.5,16600.0,73670.8,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14615 HOLLY AVE,1,11355,SFR,1.0,1450000.0,0.0,0.0,0.0,14500.0,64351.00000000001,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14609 HOLLY AVE,1,11355,SFR,1.0,968000.0,774400.0,80.0,15100.8,0.0,42959.84,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14314 HOLLY AVE,1,11355,SFR,1.0,1120000.0,600000.0,53.57142857142857,11700.0,11200.0,49705.600000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4615 BOWNE ST,1,11355,SFR,1.0,990000.0,594000.0,60.0,11583.0,0.0,43936.2,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4644 BURLING ST,1,11355,SFR,1.0,925000.0,172000.0,18.594594594594597,3095.9999999999995,0.0,41051.5,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14610 HOLLY AVE,1,11355,SFR,1.0,665000.0,157320.0,23.65714285714286,2831.76,0.0,29512.7,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14624 HOLLY AVE,1,11355,SFR,1.0,975000.0,0.0,0.0,0.0,0.0,43270.5,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14628 HOLLY AVE,1,11355,SFR,1.0,950000.0,665000.0,70.0,12967.5,0.0,42161.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14625 JASMINE AVE,1,11355,SFR,1.0,800000.0,525000.0,65.625,10237.5,0.0,35504.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14633 JASMINE AVE,1,11355,SFR,1.0,830000.0,498000.0,60.0,8964.0,0.0,36835.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14617 JASMINE AVE,1,11355,SFR,1.0,835000.0,330000.0,39.52095808383233,5940.0,0.0,37057.3,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14609 JASMINE AVE,1,11355,SFR,1.0,832000.0,540000.0,64.90384615384616,10530.0,0.0,36924.16,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14611 KALMIA AVE,1,11355,SFR,1.0,970000.0,630500.0,65.0,12294.75,0.0,43048.600000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14624 KALMIA AVE,1,11355,SFR,1.0,775000.0,400000.0,51.61290322580645,7199.999999999999,0.0,34394.5,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14609 LABURNUM AVE,1,11355,SFR,1.0,720000.0,0.0,0.0,0.0,0.0,31953.6,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14310 LABURNUM AVE,1,11355,SFR,1.0,570000.0,0.0,0.0,0.0,0.0,25296.6,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14302 LABURNUM AVE,1,11355,SFR,1.0,1920000.0,0.0,0.0,0.0,19200.0,85209.6,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4707 BURLING ST,1,11355,SFR,1.0,995000.0,597000.0,60.0,11641.5,0.0,44158.100000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14037 POPLAR AVE,1,11355,SFR,1.0,1100000.0,404000.0,36.72727272727273,7271.999999999999,11000.0,48818.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14004 OAK AVE,1,11355,SFR,1.0,930000.0,450000.0,48.38709677419355,8099.999999999999,0.0,41273.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14202 OAK AVE,1,11355,SFR,1.0,725000.0,417000.0,57.51724137931035,7505.999999999999,0.0,32175.500000000004,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4906 BURLING ST,1,11355,SFR,1.0,880000.0,572000.0,65.0,11154.0,0.0,39054.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14343 POPLAR AVE,1,11355,SFR,1.0,1380000.0,650000.0,47.10144927536232,12675.0,13800.0,61244.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14331 POPLAR AVE,1,11355,SFR,1.0,1154500.0,725000.0,62.7977479428324,14137.5,11545.0,51236.71000000001,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14339 POPLAR AVE,1,11355,SFR,1.0,938000.0,0.0,0.0,0.0,0.0,41628.44,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14028 POPLAR AVE,1,11355,SFR,1.0,685000.0,400000.0,58.3941605839416,7199.999999999999,0.0,30400.300000000003,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14009 QUINCE AVE,1,11355,SFR,1.0,850000.0,393000.0,46.23529411764706,7073.999999999999,0.0,37723.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14031 ROSE AVE,1,11355,SFR,1.0,480000.0,0.0,0.0,0.0,0.0,21302.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14035 ROSE AVE,1,11355,SFR,1.0,810000.0,486000.0,60.0,8748.0,0.0,35947.8,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14214 QUINCE AVE,1,11355,SFR,1.0,1286000.0,762000.0,59.25349922239502,14859.0,12860.0,57072.68,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14336 POPLAR AVE,1,11355,SFR,1.0,1100000.0,550000.0,50.0,10725.0,11000.0,48818.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14353 QUINCE AVE,1,11355,SFR,1.0,1398000.0,908700.0,65.0,17719.65,13980.0,62043.240000000005,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14327 QUINCE AVE,1,11355,SFR,1.0,620000.0,0.0,0.0,0.0,0.0,27515.6,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14315 ROSE AVE,1,11355,SFR,1.0,875000.0,625000.0,71.42857142857143,12187.5,0.0,38832.5,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15409 SANFORD AVE,1,11355,SFR,1.0,900000.0,0.0,0.0,0.0,0.0,39942.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15422 BARCLAY AVE,1,11355,SFR,1.0,640000.0,0.0,0.0,0.0,0.0,28403.2,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4129 156TH ST,1,11355,SFR,1.0,955000.0,0.0,0.0,0.0,0.0,42382.9,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15702 STATION RD G,1,11355,CND,1.0,530000.0,397500.0,75.0,7154.999999999999,0.0,23521.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4211 PARSONS BLVD 1B,1,11355,CND,1.0,530000.0,318000.0,60.0,5724.0,0.0,23521.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4211 PARSONS BLVD 3E,1,11355,CND,1.0,385000.0,0.0,0.0,0.0,0.0,17086.3,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4205 PARSONS BLVD 6B,1,11355,CND,1.0,745000.0,0.0,0.0,0.0,0.0,33063.1,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4205 PARSONS BLVD 7A,1,11355,CND,1.0,769797.0,0.0,0.0,0.0,0.0,34163.590860000004,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4250 147TH ST,1,11355,SFR,1.0,1200000.0,600000.0,50.0,11700.0,12000.0,53256.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14611 BEECH AVE 2D,1,11355,CND,1.0,560000.0,420000.0,75.0,7559.999999999999,0.0,24852.800000000003,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14611 BEECH AVE 2B,1,11355,CND,1.0,580000.0,0.0,0.0,0.0,0.0,25740.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14715 BEECH AVE,1,11355,SFR,1.0,920000.0,1728.0,0.1878260869565217,31.104,0.0,40829.600000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14964 SANFORD AVE,1,11355,SFR,1.0,561000.0,315000.0,56.14973262032086,5670.0,0.0,24897.18,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14962 ASH AVE,1,11355,SFR,1.0,988000.0,622000.0,62.955465587044536,12129.0,0.0,43847.44,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4240 155TH ST,1,11355,SFR,1.0,670000.0,469000.0,70.0,8442.0,0.0,29734.6,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4215 155TH ST,1,11355,SFR,1.0,929500.0,604000.0,64.98117267348037,11778.0,0.0,41251.21,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4254 156TH ST,1,11355,SFR,1.0,990000.0,594000.0,60.0,11583.0,0.0,43936.2,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4267 MURRAY ST,1,11355,SFR,1.0,885000.0,425000.0,48.0225988700565,7649.999999999999,0.0,39276.3,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4267 156TH ST,1,11355,SFR,1.0,1629200.0,0.0,0.0,0.0,16292.0,72303.89600000001,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4258 157TH ST 2A,1,11355,CND,1.0,450000.0,0.0,0.0,0.0,0.0,19971.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4330 147TH ST,1,11355,SFR,1.0,1180000.0,590000.0,50.0,11505.0,11800.0,52368.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14743 ELM AVE,1,11355,SFR,1.0,960000.0,576000.0,60.0,11232.0,0.0,42604.8,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14741 ELM AVE,1,11355,SFR,1.0,1275000.0,700000.0,54.90196078431373,13650.0,12750.0,56584.5,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14742 ELM AVE,1,11355,SFR,1.0,1298000.0,580000.0,44.68412942989215,11310.0,12980.0,57605.240000000005,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4362 149TH ST,1,11355,SFR,1.0,720000.0,270000.0,37.5,4860.0,0.0,31953.6,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14911 CHERRY AVE,1,11355,SFR,1.0,998000.0,350000.0,35.07014028056113,6299.999999999999,0.0,44291.240000000005,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14954 CHERRY AVE,1,11355,SFR,1.0,850000.0,410000.0,48.23529411764706,7379.999999999999,0.0,37723.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14953 ELM AVE,1,11355,SFR,1.0,1750000.0,875000.0,50.0,17062.5,17500.0,77665.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4363 149TH ST,1,11355,SFR,1.0,993000.0,744750.0,75.0,14522.625,0.0,44069.34,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15513 DELAWARE AVE,1,11355,SFR,1.0,880000.0,310000.0,35.22727272727273,5580.0,0.0,39054.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4336 156TH ST,1,11355,SFR,1.0,805000.0,500000.0,62.11180124223602,9750.0,0.0,35725.9,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4329 MURRAY ST,1,11355,SFR,1.0,998000.0,598800.0,60.0,11676.6,0.0,44291.240000000005,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4340 157TH ST,1,11355,SFR,1.0,930000.0,558000.0,60.0,10881.0,0.0,41273.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4362 157TH ST,1,11355,SFR,1.0,992000.0,644800.0,65.0,12573.6,0.0,44024.96,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14919 HAWTHORNE AVE,1,11355,SFR,1.0,1025000.0,512500.0,50.0,9993.75,10250.0,45489.5,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4563 156TH ST,1,11355,SFR,1.0,843000.0,590100.0,70.0,11506.95,0.0,37412.34,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4575 156TH ST,1,11355,SFR,1.0,530000.0,371000.0,70.0,6677.999999999999,0.0,23521.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4525 156TH ST,1,11355,SFR,1.0,928000.0,628000.0,67.67241379310344,12246.0,0.0,41184.64,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4528 157TH ST,1,11355,SFR,1.0,780000.0,450000.0,57.692307692307686,8099.999999999999,0.0,34616.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4538 157TH ST,1,11355,SFR,1.0,980000.0,300000.0,30.612244897959183,5400.0,0.0,43492.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4522 157TH ST,1,11355,SFR,1.0,925000.0,545000.0,58.91891891891892,10627.5,0.0,41051.5,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4534 157TH ST,1,11355,SFR,1.0,830000.0,300000.0,36.14457831325301,5400.0,0.0,36835.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4577 157TH ST,1,11355,SFR,1.0,920000.0,620000.0,67.3913043478261,12090.0,0.0,40829.600000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4557 157TH ST,1,11355,SFR,1.0,1150000.0,575000.0,50.0,11212.5,11500.0,51037.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4517 157TH ST,1,11355,SFR,1.0,850000.0,425000.0,50.0,7649.999999999999,0.0,37723.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14904 46TH AVE,1,11355,SFR,1.0,875000.0,568750.0,65.0,11090.625,0.0,38832.5,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14930 46TH AVE,1,11355,SFR,1.0,680000.0,0.0,0.0,0.0,0.0,30178.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14739 JASMINE AVE,1,11355,SFR,1.0,988888.0,591000.0,59.76409866435834,11524.5,0.0,43886.849440000005,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14723 JASMINE AVE,1,11355,SFR,1.0,1070000.0,600000.0,56.07476635514018,11700.0,10700.0,47486.600000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14726 JASMINE AVE,1,11355,SFR,1.0,998800.0,499000.0,49.9599519423308,8982.0,0.0,44326.744000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14760 JASMINE AVE,1,11355,SFR,1.0,965000.0,0.0,0.0,0.0,0.0,42826.7,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14815 LABURNUM AVE,1,11355,SFR,1.0,1080000.0,648000.0,60.0,12636.0,10800.0,47930.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
14821 LABURNUM AVE,1,11355,SFR,1.0,970000.0,630000.0,64.94845360824742,12285.0,0.0,43048.600000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4625 156TH ST,1,11355,SFR,1.0,930000.0,350000.0,37.634408602150536,6299.999999999999,0.0,41273.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15606 46TH AVE,1,11355,SFR,1.0,805000.0,0.0,0.0,0.0,0.0,35725.9,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4626 157TH ST,1,11355,SFR,1.0,999999.0,550000.0,55.000055000055006,10725.0,0.0,44379.95562,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4658 157TH ST,1,11355,SFR,1.0,700000.0,0.0,0.0,0.0,0.0,31066.000000000004,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4661 157TH ST,1,11355,SFR,1.0,850100.0,679000.0,79.87295612280909,13240.5,0.0,37727.438,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4665 157TH ST,1,11355,SFR,1.0,580000.0,477565.0,82.33879310344827,8596.17,0.0,25740.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4631 157TH ST,1,11355,SFR,1.0,1100000.0,790000.0,71.81818181818181,15405.0,11000.0,48818.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4653 157TH ST,1,11355,SFR,1.0,1029000.0,617277.0,59.98804664723032,12036.9015,10290.0,45667.02,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4635 157TH ST,1,11355,SFR,1.0,851000.0,0.0,0.0,0.0,0.0,37767.380000000005,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4716 156TH ST,1,11355,SFR,1.0,1380000.0,600000.0,43.47826086956522,11700.0,13800.0,61244.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4732 156TH ST,1,11355,SFR,1.0,1108000.0,520000.0,46.931407942238266,10140.0,11080.0,49173.04,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4721 156TH ST,1,11355,SFR,1.0,1680000.0,892500.0,53.125,17403.75,16800.0,74558.40000000001,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15604 LABURNUM AVE,1,11355,SFR,1.0,895000.0,0.0,0.0,0.0,0.0,39720.100000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4726 157TH ST,1,11355,SFR,1.0,1300000.0,0.0,0.0,0.0,13000.0,57694.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
4727 157TH ST,1,11355,SFR,1.0,1105000.0,663000.0,60.0,12928.5,11050.0,49039.9,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15618 OAK AVE,1,11355,SFR,1.0,1230000.0,738000.0,60.0,14391.0,12300.0,54587.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15727 QUINCE AVE,1,11355,SFR,1.0,842500.0,674000.0,80.0,13143.0,0.0,37390.15,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15717 QUINCE AVE,1,11355,SFR,1.0,1700000.0,0.0,0.0,0.0,17000.0,75446.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15705 ROSE AVE,1,11355,SFR,1.0,2100000.0,0.0,0.0,0.0,21000.0,93198.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15720 QUINCE AVE,1,11355,SFR,1.0,1260000.0,600000.0,47.61904761904761,11700.0,12600.0,55918.8,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
15744 QUINCE AVE,1,11355,SFR,1.0,995500.0,0.0,0.0,0.0,0.0,44180.29,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13016 58TH AVE,1,11355,SFR,1.0,660000.0,396000.0,60.0,7127.999999999999,0.0,29290.800000000003,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13014 60TH AVE 3A,1,11355,CND,1.0,35000.0,0.0,0.0,0.0,0.0,1553.3000000000002,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
5744 134TH ST,1,11355,SFR,1.0,1450000.0,650000.0,44.82758620689656,12675.0,14500.0,64351.00000000001,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
5709 134TH ST,1,11355,SFR,1.0,1306000.0,653000.0,50.0,12733.5,13060.0,57960.280000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13234 58TH RD,1,11355,SFR,1.0,810000.0,405000.0,50.0,7289.999999999999,0.0,35947.8,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13441 59TH AVE,1,11355,SFR,1.0,910000.0,546000.0,60.0,10647.0,0.0,40385.8,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13412 58TH RD,1,11355,SFR,1.0,1410000.0,700000.0,49.645390070921984,13650.0,14100.0,62575.8,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13233 60TH AVE,1,11355,SFR,1.0,1320000.0,0.0,0.0,0.0,13200.0,58581.600000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13255 60TH AVE,1,11355,SFR,1.0,1030000.0,450000.0,43.68932038834952,8099.999999999999,10300.0,45711.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13623 57TH RD,1,11355,SFR,1.0,647000.0,388200.0,60.0,6987.599999999999,0.0,28713.86,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13647 58TH AVE,1,11355,SFR,1.0,900000.0,0.0,0.0,0.0,0.0,39942.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13611 59TH AVE,1,11355,SFR,1.0,838000.0,300000.0,35.79952267303103,5400.0,0.0,37190.44,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13804 58TH AVE,1,11355,SFR,1.0,850000.0,510000.0,60.0,9945.0,0.0,37723.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13831 58TH RD 3A,1,11355,CND,1.0,824782.0,0.0,0.0,0.0,0.0,36603.82516,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13831 58TH RD 2E,1,11355,CND,1.0,680000.0,0.0,0.0,0.0,0.0,30178.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
5905 136TH ST,1,11355,SFR,1.0,926000.0,596000.0,64.36285097192224,11622.0,0.0,41095.880000000005,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13630 59TH AVE,1,11355,SFR,1.0,950000.0,760000.0,80.0,14820.0,0.0,42161.0,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13638 59TH AVE,1,11355,SFR,1.0,988000.0,550000.0,55.66801619433198,10725.0,0.0,43847.44,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13636 59TH AVE,1,11355,SFR,1.0,865000.0,0.0,0.0,0.0,0.0,38388.7,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13645 60TH AVE,1,11355,SFR,1.0,680000.0,8957.0,1.3172058823529411,161.226,0.0,30178.4,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
13837 60TH AVE,1,11355,SFR,1.0,870000.0,435000.0,50.0,7829.999999999999,0.0,38610.600000000006,79495.0,46.2,52658.0,28128.0,1625.0,16259.0,20.452858670356623
